ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000124019	FAM124B	2	225243415	225266802	-1	protein_coding	79843	FAM124B	2.29940234451662E-3	0.76195503099999995	6	7.548	193	2.6574E-14	0	eQTLcatalogue/HipSci_ge_iPSC:PsychENCODE_eQTLs:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Pancreas:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adrenal_Gland:GTEx/v7/Artery_Tibial:GTEx/v7/Breast_Mammary_Tissue:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Heart_Atrial_Appendage:GTEx/v7/Heart_Left_Ventricle:GTEx/v7/Lung:GTEx/v7/Pancreas:GTEx/v7/Spleen:GTEx/v7/Thyroid:GTEx/v6/Adrenal_Gland:GTEx/v6/Brain_Cerebellum:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Heart_Left_Ventricle:GTEx/v6/Lung:GTEx/v6/Thyroid	-	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.9629999999999998E-6	rs4624371	2
ENSG00000036257	CUL3	2	225334867	225450110	-1	protein_coding	8452	CUL3	0.97406340543885095	6.2550932000000004E-2	170	22.4	189	1.2473E-51	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid:GTEx/v7/Muscle_Skeletal:GTEx/v6/Muscle_Skeletal	+	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.9629999999999998E-6	rs4624371	2
ENSG00000228446	AC073052.1	2	225364104	225364817	-1	pseudogene	NA	NA	NA	NA	30	22.4	209	1.0901000000000001E-54	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Cells_EBV-transformed_lymphocytes:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Cerebellum:GTEx/v7/Colon_Sigmoid:GTEx/v7/Colon_Transverse:GTEx/v7/Esophagus_Gastroesophageal_Junction:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Esophagus_Muscularis:GTEx/v7/Lung:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Ovary:GTEx/v7/Pancreas:GTEx/v7/Pituitary:GTEx/v7/Cells_Transformed_fibroblasts:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Small_Intestine_Terminal_Ileum:GTEx/v7/Spleen:GTEx/v7/Stomach:GTEx/v7/Thyroid:GTEx/v7/Uterus:GTEx/v6/Adipose_Subcutaneous:GTEx/v6/Cells_EBV-transformed_lymphocytes:GTEx/v6/Whole_Blood:GTEx/v6/Artery_Aorta:GTEx/v6/Artery_Tibial:GTEx/v6/Colon_Sigmoid:GTEx/v6/Colon_Transverse:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Esophagus_Muscularis:GTEx/v6/Lung:GTEx/v6/Muscle_Skeletal:GTEx/v6/Cells_Transformed_fibroblasts:GTEx/v6/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v6/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Thyroid	+	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.9629999999999998E-6	rs4624371	2
ENSG00000196782	MAML3	4	140637907	141075338	-1	protein_coding	55534	MAML3	0.32989504838314998	-0.19246513700000001	189	19.95	170	1.1135E-40	0	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Testis:GTEx/v7/Testis	+	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90	9.906000000000001E-7	rs4863709;rs17314832;rs17314832:rs4863709:rs17314832	5
ENSG00000105887	MTPN	7	135611509	135662101	-1	protein_coding	767558	MTPN	0.75465416690348897	-0.94298501400000001	25	16.32	31	1.8527800000000001E-8	1.11587E-5	eQTLcatalogue/GENCORD_ge_LCL:eQTLcatalogue/TwinsUK_ge_LCL:eQTLGen_cis_eQTLs:GTEx/v8/Cells_EBV-transformed_lymphocytes	-	Yes	Promoter_anchored_loops:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.1520000000000002E-6	rs147090214	8
ENSG00000105993	DNAJB6	7	157128075	157210133	1	protein_coding	10049	DNAJB6	0.96359574065264597	-0.55004054300000005	99	9.081	98	3.27170000000001e-310	0	TIGER/Nom_Alonso_Pancreatic_islets:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_blood:eQTLcatalogue/TwinsUK_ge_skin:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Nerve_Tibial:GTEx/v8/Pituitary:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v6/Whole_Blood:GTEx/v6/Skin_Sun_Exposed_Lower_leg	-	Yes	IMR90	4.6600000000000003E-6	rs9692250	9
ENSG00000074201	CLNS1A	11	77225981	77348850	-1	protein_coding	1207	CLNS1A	9.5029615815014207E-2	-0.77484917600000003	2	0.925	36	5.6770500000000001E-5	3.77857E-5	GTEx/v8/Esophagus_Mucosa	-	Yes	Promoter_anchored_loops:IMR90	5.1189999999999996E-6	rs687037	12
ENSG00000178301	AQP11	11	77300436	77321400	1	protein_coding	282679	AQP11	5.9172047074930199E-2	-0.71021677699999997	1	0.781	62	4.6919999999999999E-24	0	Nom_InsPIRE_Islets_Gene_eQTLs_Nominal_Pvalues:EyeGEx:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid:GTEx/v7/Brain_Cortex:GTEx/v7/Brain_Frontal_Cortex_BA9:GTEx/v7/Heart_Atrial_Appendage:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Thyroid:GTEx/v6/Muscle_Skeletal	+	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.1189999999999996E-6	rs687037	12
ENSG00000048649	RSF1	11	77371041	77532063	-1	protein_coding	51773	RSF1	0.99999996257039403	-1.8656750099999999	38	18.21	58	4.62622E-7	2.0294E-6	BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Nerve_Tibial	-	Yes	Promoter_anchored_loops:Mesenchymal_Stem_Cell	5.1189999999999996E-6	rs687037	12
ENSG00000254985	RSF1-IT2	11	77428757	77429456	-1	sense_intronic	NA	RSF1-IT2	NA	NA	2	11.5	2	3.75162744276E-5	4.9000000000000002E-2	DICE/Monocyte_classical:DICE/T_CD4_TFH	-	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.1649999999999997E-5	rs687037	12
