ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000230019	YWHAQP9	1	238271036	238271867	-1	pseudogene	NA	YWHAQP9	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	NA	rs71714702	1
ENSG00000232989	RP11-136B18.1	1	238431794	238431895	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs71714702	1
ENSG00000234464	RP11-136B18.2	1	238439337	238450316	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs71714702	1
ENSG00000224783	MIPEPP2	1	238940349	238942500	-1	pseudogene	NA	MIPEPP2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs71714702	1
ENSG00000259776	RP11-544D21.2	1	239411108	239414118	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs71714702	1
ENSG00000227185	RP11-544D21.1	1	239433025	239439761	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs71714702	1
ENSG00000133019	CHRM3	1	239549865	240078750	1	protein_coding	1131	CHRM3	0.937026128208817	0.902536112	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs71714702	1
ENSG00000233355	CHRM3-AS2	1	239866684	239893765	-1	processed_transcript	NA	CHRM3-AS2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000234601	CHRM3-AS1	1	240061316	240063172	-1	antisense	100873984	CHRM3-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000231979	RP11-35L17.3	1	240078739	240080255	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000223694	ADH5P3	1	240333455	240334591	1	pseudogene	NA	ADH5P3	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000233735	RP11-567G24.3	1	240341139	240342944	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000252317	Y_RNA	1	240504685	240504777	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs71714702	1
ENSG00000228844	RP11-467I20.3	1	240799899	240800352	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000251750	RNU5F-8P	1	240816667	240816777	1	snRNA	NA	RNU5F-8P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000234872	RP11-467I20.5	1	240817541	240817925	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs71714702	1
ENSG00000199241	Y_RNA	1	240861620	240861729	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs71714702	1
ENSG00000230015	RP11-80B9.4	1	240902719	240906911	-1	lincRNA	100506929	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	EP_correlation_organ_oneway:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs71714702	1
ENSG00000182901	RGS7	1	240931554	241520530	-1	protein_coding	6000	RGS7	0.781745872893189	NA	86	14.82	0	NA	NA	NA	NA	Yes	Mesendoderm	3.779e-06	rs71714702	1
ENSG00000215802	RFKP1	1	240986306	240986733	-1	pseudogene	NA	RFKP1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	NA	rs71714702	1
ENSG00000233615	HNRNPA1P42	1	241082953	241083909	1	pseudogene	NA	HNRNPA1P42	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	NA	rs71714702	1
ENSG00000238085	RP11-435F13.2	1	241161751	241162094	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	NA	rs71714702	1
ENSG00000265831	MIR3123	1	241295572	241295646	1	miRNA	100422856	MIR3123	NA	NA	53	14.82	0	NA	NA	NA	NA	Yes	Spleen	3.779e-06	rs71714702	1
ENSG00000224348	RP11-306K13.1	1	241468880	241469182	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs71714702	1
ENSG00000225554	RP11-527D7.1	1	241587592	241596792	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs71714702	1
ENSG00000091483	FH	1	241660903	241683061	-1	protein_coding	2271	FH	0.148694445276004	-0.408382093	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs71714702	1
